[2025-07-30 00:17:47.070676] [ALLOWED] 91.108.56.134:443 -> 192.168.31.118:53476 | Proto: 6
[2025-07-30 00:17:47.073290] [ALLOWED] 192.168.31.118:53476 -> 91.108.56.134:443 | Proto: 6
[2025-07-30 00:17:47.164193] [ALLOWED] 91.108.56.134:443 -> 192.168.31.118:53476 | Proto: 6
[2025-07-30 00:17:47.168332] [ALLOWED] 91.108.56.134:443 -> 192.168.31.118:53476 | Proto: 6
[2025-07-30 00:17:47.170885] [ALLOWED] 192.168.31.118:53476 -> 91.108.56.134:443 | Proto: 6
[2025-07-30 00:17:47.173539] [ALLOWED] 91.108.56.134:443 -> 192.168.31.118:53476 | Proto: 6
[2025-07-30 00:17:47.175812] [ALLOWED] 91.108.56.134:443 -> 192.168.31.118:53476 | Proto: 6
[2025-07-30 00:17:47.177597] [ALLOWED] 192.168.31.118:53476 -> 91.108.56.134:443 | Proto: 6
[2025-07-30 00:17:56.222590] [ALLOWED] 192.168.31.118:58929 -> 51.116.253.170:443 | Proto: 6
[2025-07-30 00:17:56.477135] [ALLOWED] 51.116.253.170:443 -> 192.168.31.118:58929 | Proto: 6
[2025-07-30 00:17:57.072383] [ALLOWED] 192.168.31.118:53476 -> 91.108.56.134:443 | Proto: 6
[2025-07-30 00:17:57.194114] [ALLOWED] 91.108.56.134:443 -> 192.168.31.118:53476 | Proto: 6
[2025-07-30 00:17:57.239700] [ALLOWED] 192.168.31.118:53476 -> 91.108.56.134:443 | Proto: 6
[2025-07-30 00:18:11.547198] [ALLOWED] 192.168.31.118:49424 -> 4.213.25.242:443 | Proto: 6
[2025-07-30 00:18:11.616719] [ALLOWED] 4.213.25.242:443 -> 192.168.31.118:49424 | Proto: 6
[2025-07-30 00:18:11.667656] [ALLOWED] 192.168.31.118:49424 -> 4.213.25.242:443 | Proto: 6
[2025-07-30 00:18:18.342563] [ALLOWED] 192.168.31.118:58890 -> 172.64.155.209:443 | Proto: 6
[2025-07-30 00:18:18.383004] [ALLOWED] 172.64.155.209:443 -> 192.168.31.118:58890 | Proto: 6
[2025-07-30 00:18:22.517404] [ALLOWED] 192.168.31.118:53476 -> 91.108.56.134:443 | Proto: 6
[2025-07-30 00:18:22.602750] [ALLOWED] 91.108.56.134:443 -> 192.168.31.118:53476 | Proto: 6
[2025-07-30 00:18:22.653646] [ALLOWED] 192.168.31.118:53476 -> 91.108.56.134:443 | Proto: 6
[2025-07-30 00:18:28.098339] [ALLOWED] 192.168.31.118:58891 -> 172.64.155.209:443 | Proto: 6
[2025-07-30 00:18:28.136783] [ALLOWED] 172.64.155.209:443 -> 192.168.31.118:58891 | Proto: 6
[2025-07-30 00:18:29.186165] [ALLOWED] 192.168.31.118:53484 -> 52.187.79.109:443 | Proto: 6
[2025-07-30 00:18:29.252219] [ALLOWED] 52.187.79.109:443 -> 192.168.31.118:53484 | Proto: 6
[2025-07-30 00:18:32.830305] [ALLOWED] 51.116.253.170:443 -> 192.168.31.118:58929 | Proto: 6
[2025-07-30 00:18:46.144241] [ALLOWED] 49.44.95.74:443 -> 192.168.31.118:59003 | Proto: 6
[2025-07-30 00:18:46.146156] [ALLOWED] 49.44.95.74:443 -> 192.168.31.118:59003 | Proto: 6
[2025-07-30 00:18:46.147845] [ALLOWED] 192.168.31.118:59003 -> 49.44.95.74:443 | Proto: 6
[2025-07-30 00:18:46.180963] [ALLOWED] 49.44.95.74:443 -> 192.168.31.118:59003 | Proto: 6
[2025-07-30 00:18:46.182377] [ALLOWED] 192.168.31.118:59003 -> 49.44.95.74:443 | Proto: 6
[2025-07-30 00:18:46.757036] [ALLOWED] 52.108.9.254:443 -> 192.168.31.118:59006 | Proto: 6
[2025-07-30 00:18:47.063822] [ALLOWED] 13.89.179.13:443 -> 192.168.31.118:59000 | Proto: 6
[2025-07-30 00:18:47.171389] [ALLOWED] 13.107.3.254:443 -> 192.168.31.118:59002 | Proto: 6
[2025-07-30 00:18:47.183446] [ALLOWED] 20.215.216.50:443 -> 192.168.31.118:59004 | Proto: 6
[2025-07-30 00:18:49.009009] [ALLOWED] 104.86.188.138:443 -> 192.168.31.118:58996 | Proto: 6
[2025-07-30 00:18:49.010713] [ALLOWED] 104.86.188.138:443 -> 192.168.31.118:58996 | Proto: 6
[2025-07-30 00:18:49.012315] [ALLOWED] 192.168.31.118:58996 -> 104.86.188.138:443 | Proto: 6
[2025-07-30 00:18:49.060293] [ALLOWED] 104.86.188.138:443 -> 192.168.31.118:58996 | Proto: 6
[2025-07-30 00:18:49.061704] [ALLOWED] 192.168.31.118:58996 -> 104.86.188.138:443 | Proto: 6
[2025-07-30 00:18:50.238982] [ALLOWED] 13.107.4.254:443 -> 192.168.31.118:59007 | Proto: 6
[2025-07-30 00:18:52.388275] [ALLOWED] 204.79.197.222:443 -> 192.168.31.118:59005 | Proto: 6
